,UserID,Name,Tweet,Mentions,Created At,Retweet,Likes,Location,Translated
134,hapmzburg,Hapmzburg.crypto,"@RishiSunak: I will never let political correctness stand in the way of keeping you and your family safe. 

#Ready4Rishi https://t.co/Mv…",['Rishi Sunak'],2022-10-30 22:06:09+00:00,1,0,Gambia,
135,normcatiwvely,normcatiwvely.eth,"@RishiSunak: Thank you to all the people who came to support at the final hustings in London last night. 

Catch up with the full event…",['Rishi Sunak'],2022-10-30 21:50:52+00:00,1,0,Cambodia,
136,oileingg,oileingg.eth,"@RishiSunak: As Chancellor I put in place a significant package of support, but today we can see the situation has deteriorated so as Pr…",['Rishi Sunak'],2022-10-30 21:50:18+00:00,1,0,Cote D'Ivoire,
137,oileingg,oileingg.eth,@NickGibbUK: I voted for @RishiSunak because he is a serious politician with answers to the huge challenges facing Britain. He has a cre…,"['Nick Gibb', 'Rishi Sunak']",2022-10-30 21:50:17+00:00,1,0,Cote D'Ivoire,
138,oileingg,oileingg.eth,"@Ready4Rishi: A huge thank you to all @Conservatives members coming to support Rishi across the country👏

This week, Rishi has been meet…","['Ready 4 Rishi', 'Conservatives']",2022-10-30 21:50:17+00:00,1,0,Cote D'Ivoire,
139,ovuetrgrowing,ovuetrgrowing.crypto,@Dunne4Ludlow: Last day for members to vote online by 17.00 in @Conservatives. I have voted #Ready4Rishi and encourage any members who h…,"['Philip Dunne', 'Conservatives']",2022-10-30 21:48:36+00:00,1,0,South Georgia and the South Sandwich Islands,
140,ovuetrgrowing,ovuetrgrowing.crypto,"@Ready4Rishi: This evening is the final hustings of the @Conservatives leadership election

Tune in here at 7pm to watch Rishi live from…","['Ready 4 Rishi', 'Conservatives']",2022-10-30 21:48:34+00:00,1,0,South Georgia and the South Sandwich Islands,
141,relicevnsred,relicevnsred.eth,"@Ready4Rishi: As Prime Minister, Rishi will grip inflation and help people with the cost of living

If you missed today's #AskRishi even…",['Ready 4 Rishi'],2022-10-30 21:40:17+00:00,1,0,Solomon Islands,
142,revvejcd,revvejcd.crypto,"@RishiSunak: There is no doubt in my mind that more support will be needed.

As soon as we know how much bills will go up by, I will act…",['Rishi Sunak'],2022-10-30 21:37:55+00:00,1,0,Fiji,
143,spankvhs,spankvhs.nft,"@Ready4Rishi: A great article by @NickGibbUK on Rishi's plan to make sure no child is left behind in our education system 👇

https://t.c…","['Ready 4 Rishi', 'Nick Gibb']",2022-10-30 21:33:40+00:00,1,0,Lebanon,
144,snodwblinsd,snodwblinsd.eth,"@Ready4Rishi: A great article by @NickGibbUK on Rishi's plan to make sure no child is left behind in our education system 👇

https://t.c…","['Ready 4 Rishi', 'Nick Gibb']",2022-10-30 21:33:24+00:00,1,0,Estonia,
145,snodwblinsd,snodwblinsd.eth,"@Ready4Rishi: ""We can only hope to win the next election if inflation is under control, borrowing is under control and interest rates ar…",['Ready 4 Rishi'],2022-10-30 21:33:24+00:00,1,0,Estonia,
146,unyajlterable,unyajlterable.eth,"@RishiSunak: Thank you to all the people who came to support at the final hustings in London last night. 

Catch up with the full event…",['Rishi Sunak'],2022-10-30 21:26:40+00:00,1,0,Falkland Islands (Malvinas),
147,EthWdork,wdork.eth,"@RishiSunak: Only 3 days to go in the @Conservatives leadership election

As Prime Minister, I will grip inflation, help people with the…","['Rishi Sunak', 'Conservatives']",2022-10-30 21:16:48+00:00,1,0,France,
148,Mitmanp,M 💙,#ready4rishi .@RishiSunak #NHS https://t.co/oaDLtUEBxd,['Rishi Sunak'],2022-10-30 19:24:17+00:00,0,1,London,
149,neuuszk1,neuuszk1,"@RishiSunak: Fantastic day talking to Conservative members in Carlisle, the Ribble Valley, Bury, Altrincham &amp; Chester about my plans to…",['Rishi Sunak'],2022-10-30 15:49:41+00:00,1,0,Montserrat,
150,Michellw7937c21,Michellw7937c2272,"@RishiSunak: 🇬🇧Energy self-sufficient by 2045 
🌊Massive expansion in offshore wind
🚫Scrap plans to relax the ban on onshore wind

Read t…",['Rishi Sunak'],2022-10-30 15:49:29+00:00,1,0,Denmark,
151,vkedwat,Vkedwat.eth,"@Ready4Rishi: 💬""I have the greatest respect for our judiciary and the rule of law in this country, which is why I want to call time on p…",['Ready 4 Rishi'],2022-10-30 15:28:51+00:00,1,0,Estonia,
152,pancakeson,pancakeson,"@TruthToPowerTV: Braverman's ludicrous appointment, ghosting COP27, demoting COP27 President Alok Sharma and Climate Minister Graham Stu…",['Truth To Power Ⓥ🇪🇺 Tofu Eating Wokerati'],2022-10-30 11:04:13+00:00,1,0,"England, United Kingdom",
153,RajeshKarki00,Rajesh Karki🇮🇳,"@Ready4Rishi: The #Ready4Rishi campaign touched down in Grantham, Lincolnshire for a fantastic event yesterday.

Thanks to @emilysamanth…",['Ready 4 Rishi'],2022-10-30 08:19:44+00:00,1,0,"Assam,Baksa",
154,Maducracy,Chid☆bem Maduka,"@Helen_Whately: Today is the last day of the #ConservativeLeadershipContest 

Throughout the campaign @RishiSunak has shown his grip of…","['Helen Whately', 'Rishi Sunak']",2022-10-30 06:46:50+00:00,1,0,,
155,genevie28181583,genevieve chapman,"@MJBridger: I backed @RishiSunak before &amp; I will be backing him again. As Prime Minister, he will tackle the difficult challenges we fac…","['Matthew J. Bridger FRSA', 'Rishi Sunak']",2022-10-30 03:22:06+00:00,1,0,,
156,Behatioz82,🎩🐸Magic Internet Pepe🐸🎩,"4️⃣ Only 4 days to go until the ballot closes 📣As Prime Minister, I will grip inflation, support people with the cost of living and beat Keir Starmer 🇬🇧 Thank you so much to all Conservatives members voting for me across the country 🗳️Cast your vote online now! #Ready4Rishi",[],2022-10-30 00:41:30+00:00,0,0,"Tokaj, Magyarország",
157,SophiePetkar,Sofia Petkar Phillpotts,"@katzenzungen @MickWSmith @naomi2009 @guardian I agree, the piece is dripping with jealousy and bitterness. But I bet @RishiSunak doesn’t care about lowly people like Mishra. He’s got bigger and better things going for him and I hope his success makes this writer weep. #ready4rishi","['Emma Dave 🇺🇦 ❤️', 'Michael Smith', 'Naomi Canton', 'The Guardian', 'Rishi Sunak']",2022-10-29 21:13:12+00:00,0,2,"London, England",
158,ybakshi01,Y. Amiel Bakshi,"@TeaPoliticsUK: BREAKING: Truss' phone HACKED by Russians

#PMLizTruss #LizTruss #Truss #Tories #Conservatives #UK #Labour #GeneralElect…",['Tea & Politics'],2022-10-29 19:57:12+00:00,1,0,"Boston, MA",
159,TeaPoliticsUK,Tea & Politics,"BREAKING: Truss' phone HACKED by Russians

#PMLizTruss #LizTruss #Truss #Tories #Conservatives #UK #Labour #GeneralElection #GeneralElectionNow #GENow #RishiSunak #ReadyForRishi #Ready4Rishi #politics #breaking #Rishi4PM #Bozo #BringBackBoris #BackBoris #news #toryleadership https://t.co/4POAYuySLe",[],2022-10-29 19:43:30+00:00,0,1,United Kingdom,
160,Bluebell2201,🌸 Bluebell 🌸 Loves 🌸Freedom 🌸,@DJJASONJOY1: @juneslater17 Ex Goldman Sachs Banker Rishi Sunak's investment Company Named After Alister Crowley's Satanic Cult ? #Ready…,"['Jason Joy 🕵️\u200d♀️ (GETTR: @JasonJoy)', 'june slater (Chief Gammon)']",2022-10-29 18:11:52+00:00,1,0,"England, United Kingdom",
161,CandescentKev,Kev in the Midlands,"@ourcountrysgone @KymmyLondoner For fucks sake they need to get a grip of this

@SuellaBraverman @RishiSunak 

#ready4rishi to sort this shit out","['President Elect Jay. 😎🧐 🇬🇧🇺🇲🇬🇧🇺🇲', 'Kymmy Kaye Londoner #SunakNotMyPM', 'Suella Braverman MP', 'Rishi Sunak']",2022-10-29 17:57:46+00:00,0,3,United Kingdom,
162,July_2111,July 🔱🖤,"@RishiSunak: As Chancellor I put in place a significant package of support, but today we can see the situation has deteriorated so as Pr…",['Rishi Sunak'],2022-10-29 17:42:14+00:00,1,0,,
163,ArponDa40436073,Arpon Das,"@JacobYoungMP: I’ve known @RishiSunak since he turned up in Northallerton seven years ago.

He has been a fantastic champion for our reg…","['Jacob Young MP', 'Rishi Sunak']",2022-10-29 17:09:46+00:00,1,0,,
164,RNiallDMartin,Niall Martin #FBPE,"@jacquep: Hi @JulianSmithUK
You were #ready4rishi
Happy with @RishiSunak decision not to attend COP27 and his decision not to allow King…","['Pascal Jacquemain 🇫🇷in🇬🇧 #BloodyMigrant', 'Julian Smith MP', 'Rishi Sunak']",2022-10-29 16:33:21+00:00,1,0,Edinburgh,
165,ChristaWeiland1,christa schloegl,@rupertreif: Top Mann! #Ready4Rishi #Sunak https://t.co/6YHy61q2U2,['Rupert Reif'],2022-10-29 15:26:29+00:00,1,0,,
166,Jack20Putra13,JB12,LIZ TRUSS is Ok with current Chancellor Nadhim Zahawi TEAM LIZ Busy on TWITTER promoting LIZ TRUZZ as PM instead of work solutions for Cost of Living NOW! But LIZ TRUSS Criticizes Police- GB News Liz Truss in Manchester 19-08-2022  #Ready4Rishi #Liz4Leader,[],2022-10-29 13:52:09+00:00,0,0,"CCC, Robotoland",
167,AknzasE,Aknzas.eth,"@simonfell: There are two candidates left in the @Conservatives leadership contest.

@RishiSunak is smart, able and honest - he is the b…","['Simon Fell MP', 'Conservatives', 'Rishi Sunak']",2022-10-29 12:15:54+00:00,1,0,Saint Kitts and Nevis,
168,8rthur2019,Arthur 🌍🇺🇦🏴󠁧󠁢󠁷󠁬󠁳󠁿🇨🇵🇪🇺,"@Otto_English Oh hush!!
It's only the planet FFS
#ToryFirst then 🇬🇧?
#ToryChaos 
#Ready4Rishi https://t.co/e3piOC7mBo",['Otto English'],2022-10-29 11:26:01+00:00,0,0,,
169,SanjayK61229240,Sanjay Kumar Sharma,"@Ready4Rishi: Wow! Thank you to everyone who came to support Rishi in last night’s hustings

🗳Voting closes at 5pm tomorrow so cast your…",['Ready 4 Rishi'],2022-10-29 10:14:19+00:00,1,0,"Bihar, India",
170,redalphababe,Pilar Gomez🌻🐟FBPE FBPA,"@jacquep: Hi @JulianSmithUK
You were #ready4rishi
Happy with @RishiSunak decision not to attend COP27 and his decision not to allow King…","['Pascal Jacquemain 🇫🇷in🇬🇧 #BloodyMigrant', 'Julian Smith MP', 'Rishi Sunak']",2022-10-29 08:01:16+00:00,1,0,"Wales, Chester and Spain",
171,girasoles_lady,Lady Girasoles of G. #FBPE,"@jacquep: Hi @JulianSmithUK
You were #ready4rishi
Happy with @RishiSunak decision not to attend COP27 and his decision not to allow King…","['Pascal Jacquemain 🇫🇷in🇬🇧 #BloodyMigrant', 'Julian Smith MP', 'Rishi Sunak']",2022-10-29 08:00:23+00:00,1,0,UK,
172,jacquep,Pascal Jacquemain 🇫🇷in🇬🇧 #BloodyMigrant,"Hi @JulianSmithUK
You were #ready4rishi
Happy with @RishiSunak decision not to attend COP27 and his decision not to allow King Charles to attend? https://t.co/uHyLLlUoMW","['Julian Smith MP', 'Rishi Sunak']",2022-10-29 07:59:57+00:00,0,7,"North Yorkshire, UK",
173,KaushikMakvana4,Kaushik Makvana,"@Ready4Rishi: As Prime Minister, Rishi will lead the most pro-farming, pro-countryside government this country has seen in decades

🧑‍🌾R…",['Ready 4 Rishi'],2022-10-29 05:10:55+00:00,1,0,"Mahesana, India",
174,LAFERRARI2018,纏綿悱惻嬌豔欲滴酣暢淋漓,"@RishiSunak: Six weeks on the road and I’ve loved every second. 

Voting closes at 5pm today and every vote matters! #Ready4Rishi https:…",['Rishi Sunak'],2022-10-29 02:11:01+00:00,1,0,,
175,RajaGujjar9983,Raja G,"@RishiSunak: Six weeks on the road and I’ve loved every second. 

Voting closes at 5pm today and every vote matters! #Ready4Rishi https:…",['Rishi Sunak'],2022-10-28 23:49:10+00:00,1,0,,
176,blckchidon3,NIGERIANS 4 GOOD GOVERNANCE 🇳🇬,"@RishiSunak: Six weeks on the road and I’ve loved every second. 

Voting closes at 5pm today and every vote matters! #Ready4Rishi https:…",['Rishi Sunak'],2022-10-28 22:37:34+00:00,1,0,Nigeria,
177,caravaggio12,Alf- EUFan Free PALESTINE- 🇺🇦 #IstandWithUkraine,"@TruthToPowerTV: Braverman's ludicrous appointment, ghosting COP27, demoting COP27 President Alok Sharma and Climate Minister Graham Stu…",['Truth To Power Ⓥ🇪🇺 Tofu Eating Wokerati'],2022-10-28 22:14:28+00:00,1,0,South West England,
178,RobSmit10552021,Rob Smith,"@TruthToPowerTV: Braverman's ludicrous appointment, ghosting COP27, demoting COP27 President Alok Sharma and Climate Minister Graham Stu…",['Truth To Power Ⓥ🇪🇺 Tofu Eating Wokerati'],2022-10-28 22:08:14+00:00,1,0,,
179,popstoke,tee gee#FBPE#FBPPR💙#FBPA#GeneralElectionNow,"@TruthToPowerTV: Braverman's ludicrous appointment, ghosting COP27, demoting COP27 President Alok Sharma and Climate Minister Graham Stu…",['Truth To Power Ⓥ🇪🇺 Tofu Eating Wokerati'],2022-10-28 21:39:50+00:00,1,0,,
