,UserID,Name,Tweet,Mentions,Created At,Retweet,Likes,Location
0,Proddatur143,D.Jeelan(Dadagari) Fan's,"@djeelanbasha: #HappyIndependenceDay 
#HappyIndependenceday2022 
#azadikaamritmahotsav2022 
#HarGharTiranga https://t.co/077FSsV2ck",['D.Jeelan(Dadagari)'],2022-08-19 15:42:13+00:00,1,0,India
1,ChandavariEr,Er Rani Chandavari,"@BJPMM4UP: ""हर घर तिरंगा"" अभियान के निमित्त महिला मोर्चा प्रदेश अध्यक्ष एवं राज्यसभा सांसद आदरणीय @geetashakyaUP जी की अध्यक्षता में #अव…","['BJP Mahila Morcha, UP', 'Geeta Shakya🇮🇳']",2022-08-19 15:42:13+00:00,1,0,
2,NykbilaspurHP,NYK_BILASPUR_HP,@BijnorNyk: नेहरू युवा केन्द्र बिजनौर द्वारा हर घर तिरंगा अभियान के अंतर्गत मौ.पुर देवमल ब्लॉक में राष्ट्रीय स्वयंसेवक एकता द्वारा तिरं…,['NYK BIJNOR'],2022-08-19 15:42:12+00:00,1,0,
3,NykbilaspurHP,NYK_BILASPUR_HP,@YASMinistry: Some more glimpses of the #HarGharTiranga campaign carried out successfully by different #NSS units. https://t.co/A0oD5dZj…,['YAS Ministry'],2022-08-19 15:42:10+00:00,1,0,
4,NykbilaspurHP,NYK_BILASPUR_HP,@BandaNyk: नेहरू युवा केन्द्र बाँदा (उ.प्र) द्वारा हर घर तिरंगा अभियान के अंतर्गत 75 वे स्वतंत्रता दिवस को हर्षोल्लास के साथ मनाया।@ianu…,['NYK Banda'],2022-08-19 15:42:05+00:00,1,0,
5,SinghBollendro,Bollendro Singh,"@ToofaniBaba1: As part of Azadi Ka Amrit Mahotsav Celebrations and the National Har Ghar Tiranga Campaign, Anderwan Army Camp of Wussan…",['Kashmir Diaries'],2022-08-19 15:42:03+00:00,1,0,
6,ChandavariEr,Er Rani Chandavari,"@BJMM4TamilNadu: 'Vande Mataram Rally' was conducted by our @BJMM4TamilNadu
sisters across Tamilnadu from August 13th to 15th. 
Few high…","['BJP Mahila Morcha Tamil Nadu', 'BJP Mahila Morcha Tamil Nadu']",2022-08-19 15:41:59+00:00,1,0,
7,NykbilaspurHP,NYK_BILASPUR_HP,"@YuvaSbs: नेहरू युवा केंद्र, शहीद भगत सिंह नगर 
हर घर तिरंगा अभियान 
Har Ghar Tiranga 🇮🇳🇮🇳 
@Nyksindia
@YASMinistry
@NyksProgramme
@NITK…","['Nehru Yuva Kendra SBS Nagar', 'NYKS India', 'YAS Ministry', 'Director Programme NYKS']",2022-08-19 15:41:59+00:00,1,0,
8,kendruruka,Kendruruka Rajib,@BandaNyk: नेहरू युवा केन्द्र बाँदा (उ.प्र) द्वारा हर घर तिरंगा अभियान के अंतर्गत 75 वे स्वतंत्रता दिवस को हर्षोल्लास के साथ मनाया।@ianu…,['NYK Banda'],2022-08-19 15:41:54+00:00,1,0,@nyk koraput odisha india
9,YuvaSbs,Nehru Yuva Kendra SBS Nagar,"@nykrudraprayag: Namami Gange, Ganga doot Training .

@cleanganganmcg
@MoJSDoWRRDGR 
@ssjoshi4
#HARGHARTIRANGA
@Nyksindia @NITKM2021 @An…","['District Youth Officer, Nyk Rudraprayag', 'Namami Gange | #IndiaFightsCorona', 'Ministry of Jal Shakti 🇮🇳 #AmritMahotsav', 'S.S.Joshi RD (I/C)', 'NYKS India', 'Nitesh Kumar Mishra']",2022-08-19 15:41:52+00:00,1,0,Nawanshahr
10,NykbilaspurHP,NYK_BILASPUR_HP,"@Nyksindia: Har Ghar Tiranga aims to make every Indian feel proud of their nation.

#HarGharTiranga",['NYKS India'],2022-08-19 15:41:52+00:00,1,0,
11,NykbilaspurHP,NYK_BILASPUR_HP,@BijnorNyk: नेहरू युवा केन्द्र बिजनौर द्वारा हर घर तिरंगा अभियान के अंतर्गत नूरपुर ब्लॉक में युवा मंडल(राजा का ताजपुर) द्वारा रैली निकाल…,['NYK BIJNOR'],2022-08-19 15:41:48+00:00,1,0,
12,NykbilaspurHP,NYK_BILASPUR_HP,@BandaNyk: नेहरू युवा केन्द्र बाँदा (उ.प्र) द्वारा हर घर तिरंगा अभियान के अंतर्गत 75 वे स्वतंत्रता दिवस को हर्षोल्लास के साथ मनाया।@ianu…,['NYK Banda'],2022-08-19 15:41:38+00:00,1,0,
13,NykbilaspurHP,NYK_BILASPUR_HP,"@Nyksindia: Our Tri-color represents our vision.

#HarGharTiranga",['NYKS India'],2022-08-19 15:41:35+00:00,1,0,
14,JavedKh10037129,Javed Khan,"@SpaceKidzIndia: Celebrating 75 Years of Independence by unfurling the Indian Flag @ 30 km in Near Space.

@PMOIndia @narendramodi @DrJi…","['Space Kidz India', 'PMO India', 'Narendra Modi']",2022-08-19 15:41:33+00:00,1,0,
15,NykbilaspurHP,NYK_BILASPUR_HP,"@NyksChatra: Prabhat Pheri

#HarGharTiranga
#AzadiKaAmritMahotsav 
@YASMinistry 
@Nyksindia 
@ianuragthakur 
@NyksProgramme 
@NyksSo htt…","['Nehru Yuva Kendra Chatra (MOYAS,Govt. Of India)', 'YAS Ministry', 'NYKS India', 'Anurag Thakur', 'Director Programme NYKS', 'NYKS JHARKHAND SO']",2022-08-19 15:41:30+00:00,1,0,
16,ObcMandal,SARASWATI MANDAL OBC MORCHA GURUGRAM,"@ManishYadavBJP: विजयी विश्व तिरंगा प्यारा, झंडा ऊंचा रहे हमारा,
इसकी शान न जाने पाए, चाहे जान भले ही जाए।

माननीय PM श्री @narendramodi…","['Manish Yadav', 'Narendra Modi']",2022-08-19 15:41:29+00:00,1,0,
17,NARENDR57277742,NARENDRA MODI,"@BJP4Gujarat: આઝાદીના અમૃત મહોત્સવ નિમિત્તે મહેસાણા ખાતે કેબિનેટ મંત્રી શ્રી @Rushikeshmla , પ્રદેશ મહામંત્રી શ્રી @rajnipatel_mla અને…","['BJP Gujarat', 'Rushikesh Patel', 'Rajni Patel']",2022-08-19 15:41:12+00:00,1,0,
18,SanjayaGhadai1,SanjayaGhadai,@kissfoundation: #HarGharTiranga movement was celebrated with much zeal and vigour at KISS campus. Catch a glimpse of the lively perform…,['KISS - Kalinga Institute of Social Sciences'],2022-08-19 15:41:10+00:00,1,0,
19,NykbilaspurHP,NYK_BILASPUR_HP,"@NykHyderabad: Glimpses of Rally on #HarGharTiranga campaign conducted by NYK Hyderabad,  #Telangana in coordination with #NSS #NCC &amp; #T…",['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:41:09+00:00,1,0,
20,ObcMandal,SARASWATI MANDAL OBC MORCHA GURUGRAM,"@ManishYadavBJP: घर-घर, हर घर तिरंगा 🇮🇳 फहराएंगे,
आज़ादी की 75वीं वर्षगांठ शान से मनाएंगे ॥ #HarGharTiranga #TirangaMeriJaan #TirangaMer…",['Manish Yadav'],2022-08-19 15:41:09+00:00,1,0,
21,YuvaSbs,Nehru Yuva Kendra SBS Nagar,"@nykrudraprayag: Namami Gange, Ganga doot Training .

@cleanganganmcg
@MoJSDoWRRDGR 
@ssjoshi4
#HARGHARTIRANGA
@Nyksindia @NITKM2021 @An…","['District Youth Officer, Nyk Rudraprayag', 'Namami Gange | #IndiaFightsCorona', 'Ministry of Jal Shakti 🇮🇳 #AmritMahotsav', 'S.S.Joshi RD (I/C)', 'NYKS India', 'Nitesh Kumar Mishra']",2022-08-19 15:41:03+00:00,1,0,Nawanshahr
22,NykbilaspurHP,NYK_BILASPUR_HP,@NykHyderabad: Hon'ble #Governor of #Telangana Dr @DrTamilisaiGuv attended as cheif guest in Rally with 150 meter National Flag organise…,"['NYK Hyderabad #AmritMahostav🇮🇳', 'Dr Tamilisai Soundararajan']",2022-08-19 15:40:54+00:00,1,0,
23,SinghBollendro,Bollendro Singh,"@ToofaniBaba1: As part of Azadi Ka Amrit Mahotsav Celebrations and the National Har Ghar Tiranga Campaign, Chhatergul Army Camp of Wussa…",['Kashmir Diaries'],2022-08-19 15:40:53+00:00,1,0,
24,YuvaSbs,Nehru Yuva Kendra SBS Nagar,"@NSeraikella: Independence Day alongwith #HarGharTiranga Rally being organised in Seraikella block of NYK Seraikella Jharkhand.
#HarGhar…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:40:46+00:00,1,0,Nawanshahr
25,SurajNe70198759,Suraj Negi,"@NorthernComd_IA: Glimpses of #Soldiers celebrating #AzadiKaAmritMahotsav along the #LC.

#WeCanWeCare
#HarGharTiranga

@adgpi 
@OfficeO…","['NORTHERN COMMAND - INDIAN ARMY', 'ADG PI - INDIAN ARMY']",2022-08-19 15:40:43+00:00,1,0,
26,DelhiNyk,NYK South Delhi,"@NykHyderabad: Freedom Run under Swatantra Bharat Vajrotsavalu was organised by Dist. Administration at Gymkhana Ground, #Secunderabad
Y…",['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:40:38+00:00,1,0,Mehrauli
27,NykbilaspurHP,NYK_BILASPUR_HP,"@NykHyderabad: Glimpses of Seminar at #iconic #Golcondafort #Hyderabad was organised by NYK Hyderabad in coordination with dept. Of ASI,…",['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:40:36+00:00,1,0,
28,K853N,जीतु कड़वासरा,"@sudhirchaudhary: श्रीनगर की डल झील पर तिरंगा यात्रा। कुछ वर्ष पहले तक ये दृश्य अकल्पनीय था। यही है नया भारत।
#HarGharTiranga 
#AzadiKaA…",['Sudhir Chaudhary'],2022-08-19 15:40:34+00:00,1,0,"ब्लू सिटी, Jodhpur"
29,2177smit,Smita Tarkasband,"@HinduJagrutiOrg: HJS organizes flex exhibition of revolutionaries at Mushtifund High School, Cujira in Goa! 

1200 students visited and…",['HinduJagrutiOrg'],2022-08-19 15:40:34+00:00,1,0,
30,DelhiNyk,NYK South Delhi,@NykHyderabad: A Rally with 150 meter National Flag was conducted by BR Ambedkar Youth club affiliated with NYK Hyderabad in coordinatio…,['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:40:34+00:00,1,0,Mehrauli
31,NykbilaspurHP,NYK_BILASPUR_HP,"@Nyksindia: कर सलाम तिरंगे को जिससे हमारी शान हैं!

#harGharTiranga 
@YASMinistry @AmritMahotsav","['NYKS India', 'YAS Ministry', 'Amrit Mahotsav']",2022-08-19 15:40:33+00:00,1,0,
32,K853N,जीतु कड़वासरा,"@sudhirchaudhary: दिल में तिरंगा हमेशा था
आज मेरे घर पर भी तिरंगा है।
इस तिरंगे को अपने दिल से कभी दूर मत होने दीजिए
यही हमारी जाति है,य…",['Sudhir Chaudhary'],2022-08-19 15:40:31+00:00,1,0,"ब्लू सिटी, Jodhpur"
33,2177smit,Smita Tarkasband,"@HinduJagrutiOrg: '#HarGharTiranga ' में हिन्दू जनजागृति समिति का सहभाग !

उज्जैन में हिन्दू जनजागृति समिति के राष्ट्रिय मार्गदर्शक स…",['HinduJagrutiOrg'],2022-08-19 15:40:28+00:00,1,0,
34,DelhiNyk,NYK South Delhi,@NykHyderabad: Hon'ble #Governor of #Telangana Dr @DrTamilisaiGuv attended as cheif guest in Rally with 150 meter National Flag organise…,"['NYK Hyderabad #AmritMahostav🇮🇳', 'Dr Tamilisai Soundararajan']",2022-08-19 15:40:27+00:00,1,0,Mehrauli
35,DelhiNyk,NYK South Delhi,@NykHyderabad: Glimpses of Rally with 150 mtr  National Flag organised by BR Ambedkar seva sangam - NYK HYD in coordination with Red Cro…,['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:40:21+00:00,1,0,Mehrauli
36,Andhravilasnews,Andhravilas,"SC dismisses review of its judgement allowing K'tka, Kerala to tax NE states' lotteries https://t.co/mVDdyIG7tB #Indiafightscorona #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #Lockdown #CovidImpact 

New Delhi, Aug 19 - The Supreme Court h…",[],2022-08-19 15:40:16+00:00,0,0,USA
37,Andhravilasnews,Andhravilas,"Lightning strikes at primary school in Odisha, seven students hurt https://t.co/CLwuX0WR9a #ChandaBabu #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #Lockdown #breakingnews 

Bhubaneswar, Aug 19 - At least seven school students sustained inj…",[],2022-08-19 15:40:14+00:00,0,0,USA
38,Andhravilasnews,Andhravilas,"African swine fever detected in Punjab https://t.co/107hfwrFmF #YSJagan #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #CovidImpact #CovidVaccine 

Chandigarh, Aug 19 - Punjab has been declared as ""controlled area"" after the ICAR-National Ins…",[],2022-08-19 15:40:12+00:00,0,0,USA
39,Andhravilasnews,Andhravilas,"After Zawahiri's killing, Bajwa leads from the front to dock Pakistan in the western camp https://t.co/W5p28AgThJ #Mamata #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #NewsPaper #KCR 

New Delhi, Aug 19: It is now apparent that the killing …",[],2022-08-19 15:40:10+00:00,0,0,USA
40,surendhar7msd,Surendhar,"@LamaLines: What's the use of showing fake #nationalism when you actually don't #value it?!

For the sake of #social #media #PROMOTION a…",['Lama Lines'],2022-08-19 15:40:09+00:00,1,0,"Chennai, India"
41,2177smit,Smita Tarkasband,"@HJSKarnataka: Participation of Hindu Janajagruti Samiti (HJS) in the '#HarGharTiranga' Campaign

Flag hoisting done by @Mohan_HJS State…","['HJS Karnataka', '🚩Mohan gowda🇮🇳']",2022-08-19 15:40:00+00:00,1,0,
42,NykbilaspurHP,NYK_BILASPUR_HP,"@NSeraikella: Independence Day alongwith #HarGharTiranga Rally being organised in Seraikella block of NYK Seraikella Jharkhand.
#HarGhar…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:39:54+00:00,1,0,
43,MohdAsh00024450,Mohd Ashraf,@Heroofkashmir: Our flag is a symbol that unites us all. It’s a reminder that despite our differences we are one! As we celebrate ‘Azadi…,['Freedom Fighter'],2022-08-19 15:39:49+00:00,1,0,
44,NykbilaspurHP,NYK_BILASPUR_HP,"@nykrudraprayag: Namami Gange, Ganga doot Training .

@cleanganganmcg
@MoJSDoWRRDGR 
@ssjoshi4
#HARGHARTIRANGA
@Nyksindia @NITKM2021 @An…","['District Youth Officer, Nyk Rudraprayag', 'Namami Gange | #IndiaFightsCorona', 'Ministry of Jal Shakti 🇮🇳 #AmritMahotsav', 'S.S.Joshi RD (I/C)', 'NYKS India', 'Nitesh Kumar Mishra']",2022-08-19 15:39:42+00:00,1,0,
45,NykbilaspurHP,NYK_BILASPUR_HP,@Nyksindia: नेहरू युवा केंद्र मंडी व युवा सेवा एवं खेल मंत्रालय भारत सरकार के सौजन्य से मण्डी जिला के सदर ब्लॉक में हर घर तिरंगा अभियान…,['NYKS India'],2022-08-19 15:39:34+00:00,1,0,
46,2177smit,Smita Tarkasband,"@HJS_Delhi: #स्वतंत्रतादिवस  के अमृतमहोत्सव पर #हर_घर_तिरंगा  अभियान के अंतर्गत #राष्ट्रध्वज का अपमान न हो इस हेतु 
""राष्ट्रध्वज सम्मान…",['HJS_Delhi-NCR'],2022-08-19 15:39:24+00:00,1,0,
47,DelhiNyk,NYK South Delhi,"@NykHyderabad: Glimpses of Freedom Run under Swatantra Bharat Vajrotsavalu organised by Dist. Administration, #Hyderabad at Gymkhana Gro…",['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:39:23+00:00,1,0,Mehrauli
48,DelhiNyk,NYK South Delhi,@NykHyderabad: Glimpses of #IconicWeek program organised at #iconic #Golcondafort #Hyderabad by NYK Hyderabad in coordination with dept.…,['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:39:13+00:00,1,0,Mehrauli
49,NykbilaspurHP,NYK_BILASPUR_HP,@Nyksindia: नेहरू युवा केंद्र सीहोर @YuvaSehore में स्वच्छता पखवाड़े के अंतर्गत संगोष्ठी शपथ एवं पौधारोपण कार्यक्रम करवाया गया जिसमें यु…,"['NYKS India', 'Nehru Yuva Kendra Sehore']",2022-08-19 15:39:02+00:00,1,0,
50,DelhiNyk,NYK South Delhi,"@NykHyderabad: Glimpses of Seminar at #iconic #Golcondafort #Hyderabad was organised by NYK Hyderabad in coordination with dept. Of ASI,…",['NYK Hyderabad #AmritMahostav🇮🇳'],2022-08-19 15:39:02+00:00,1,0,Mehrauli
51,SAHILJA53034777,SAHIL JAGGA,"@insan_honey: Proud to be a part of #HarGharTiranga movement at Dera Sacha Sauda! This Independence Day, let’s take a pledge to protect…",['Honeypreet  Insan'],2022-08-19 15:38:56+00:00,1,0,
52,DelhiNyk,NYK South Delhi,"@Nyksindia: कर सलाम तिरंगे को जिससे हमारी शान हैं!

#harGharTiranga 
@YASMinistry @AmritMahotsav","['NYKS India', 'YAS Ministry', 'Amrit Mahotsav']",2022-08-19 15:38:52+00:00,1,0,Mehrauli
53,SurajNe70198759,Suraj Negi,"@BSFChhattisgarh: दे सलामी इस तिरंगे को जिस से तेरी शान हैं

झंडा हमेशा ऊंचा रखना जब तक शरीर में प्राण हैं

#JaiHind
#BSF
#HarGharTirang…",['BSF CHHATTISGARH'],2022-08-19 15:38:49+00:00,1,0,
54,DelhiNyk,NYK South Delhi,@Nyksindia: नेहरू युवा केंद्र राजसमंद के निर्देशन पर स्वामी विवेकानंद युवा मंडल एवं स्वच्छ केलवा स्वतंत्रता दिवस आजादी के अमृत महोत्सव प…,['NYKS India'],2022-08-19 15:38:46+00:00,1,0,Mehrauli
55,Inkhuanguang_RD,RD NYKS Northeast,"@Nyksindia: कर सलाम तिरंगे को जिससे हमारी शान हैं!

#harGharTiranga 
@YASMinistry @AmritMahotsav","['NYKS India', 'YAS Ministry', 'Amrit Mahotsav']",2022-08-19 15:38:27+00:00,1,0,
56,Inkhuanguang_RD,RD NYKS Northeast,@Nyksindia: नेहरू युवा केंद्र राजसमंद के निर्देशन पर स्वामी विवेकानंद युवा मंडल एवं स्वच्छ केलवा स्वतंत्रता दिवस आजादी के अमृत महोत्सव प…,['NYKS India'],2022-08-19 15:38:22+00:00,1,0,
57,sujeetkumarg,S K Gupta,"@RefineriesIocl: @indianoilcl's Mathura Refinery, ED &amp; RH Sh. Debajit Gogoi motivated MRians for #HarGharTiranga 

@AmritMahotsav 
@Chai…","['IOCLRefineries @IOCL_MathuraRefinery', 'Indian Oil Corp Ltd', 'Amrit Mahotsav']",2022-08-19 15:38:12+00:00,1,0,Mathura
58,varunku854,varunkumar,@Nyksindia: नेहरू युवा केंद्र राजसमंद के निर्देशन पर स्वामी विवेकानंद युवा मंडल एवं स्वच्छ केलवा स्वतंत्रता दिवस आजादी के अमृत महोत्सव प…,['NYKS India'],2022-08-19 15:37:55+00:00,1,0,"Krishnagiri,tamil  nadu"
59,ChandavariEr,Er Rani Chandavari,"@MEAIndia: Har Desh Tiranga! 

A look at our diaspora and friends celebrating #IndiaAt75 abroad with #HarGharTiranga. https://t.co/Whu84…",['Arindam Bagchi'],2022-08-19 15:37:47+00:00,1,0,
60,sujeetkumarg,S K Gupta,"@RefineriesIocl: लहराता  रहे तिरंगा हरदम 
हमने यही ठाना है
भारत की काबिलियत का लोहा 
दुनिया ने भी माना है

@indianoilcl's Mathura Refine…","['IOCLRefineries @IOCL_MathuraRefinery', 'Indian Oil Corp Ltd']",2022-08-19 15:37:47+00:00,1,0,Mathura
61,SP_BETUL_,SP@BETUL,"बैतूल पुलिस द्वारा रानीपुर पुलिस म्यूजियम पर लाइट एंड म्यूजिकल शो किया गया ।
#HarGharTiranga
#AazadiKaAmritMahotsav 
#betulpolice
@simala_prasad @DGP_MP @igp_hbd @PMOIndia @CMMadhyaPradesh https://t.co/CVooyXYaHk","['simala_prasad', 'DGP MP', 'IG NARMADAPURAM', 'PMO India', 'Chief Minister, MP']",2022-08-19 15:37:45+00:00,0,1,"Betul, India"
62,sujeetkumarg,S K Gupta,"@RefineriesIocl: Keeping the spirits of #AzadiKaAmritMahotsav high, IOCians @indianoilcl's Mathura Refinery are committed for #HarGharTi…","['IOCLRefineries @IOCL_MathuraRefinery', 'Indian Oil Corp Ltd']",2022-08-19 15:37:31+00:00,1,0,Mathura
63,NykbilaspurHP,NYK_BILASPUR_HP,"@NSeraikella: International Youth DAY,Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all blocks of S…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:37:24+00:00,1,0,
64,NykbilaspurHP,NYK_BILASPUR_HP,"@NSeraikella: YCDC, Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all  blocks of Seraikella Jharkha…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:36:57+00:00,1,0,
65,NykbilaspurHP,NYK_BILASPUR_HP,"@nyktrichy: 76th Independence Day Flag Hoisting at NYK Trichy...

#HarGharTiranga #AzadiKaAmritMahotsav #NationalYouthVolunteers #nyksin…",['Nehru Yuva Kendra Trichy'],2022-08-19 15:36:53+00:00,1,0,
66,NARENDR57277742,NARENDRA MODI,"@pradipsinhbjp: नए भारत की कल्पना साकार होगी,
तिरंगे की जयजयकार होगी।
समर वह आज ही होगा मही पर,
न जैसा था हुआ पहले कहीं पर।

#HarGharTir…",['Pradipsinh Vaghela'],2022-08-19 15:36:49+00:00,1,0,
67,JmPradep,Pradep Jm,@BjpBiplab: Along with Karyakartas of Banamalipur Mandal took part in a 'Prabhat Feri' to strengthen beloved PM Shri @narendramodi Ji's…,"['Biplab Kumar Deb', 'Narendra Modi']",2022-08-19 15:36:26+00:00,1,0,
68,Inkhuanguang_RD,RD NYKS Northeast,"@NSeraikella: YCDC, Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all  blocks of Seraikella Jharkha…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:36:13+00:00,1,0,
69,JmPradep,Pradep Jm,"@BjpBiplab: Our Tiranga is our pride 🇮🇳

This #AzadiKaAmritMahotsav let's hoist National Flag at our house from 13th to 15th August as a…",['Biplab Kumar Deb'],2022-08-19 15:36:03+00:00,1,0,
70,Inkhuanguang_RD,RD NYKS Northeast,"@NSeraikella: YCDC, Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all  blocks of Seraikella Jharkha…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:36:01+00:00,1,0,
71,NykbilaspurHP,NYK_BILASPUR_HP,"@MunilGupta: नेहरू युवा केंद्र संगठन - महाराजगंज
( युवा कार्यक्रम व खेल मंत्रालय भारत सरकार ) के अन्तर्गत स्वच्छता पखवाड़ा अभियान के अ…",['MUNIL RAJ GUPTA'],2022-08-19 15:35:51+00:00,1,0,
72,shrawankejriwa1,shrawan kejriwal ऊं जहा ले चलोगे भगवन वहा चलुगां,@PypAcharyakulam: 76वें स्वतंत्रता दिवस पर संपूर्ण स्वाधीनता के संकल्प के साथ स्वतंत्रता दिवस की अनंत शुभकामनाएं। #IndependenceDay #HarG…,['Acharyakulam'],2022-08-19 15:35:46+00:00,1,0,Raigarh chhatisgarh india
73,nss_AVCollege,vartak nssH01,"#AzadiKaAmritMahotsav #HarGharTiranga 
Rangoli Competition at A. V. College, Vasai on 12th August 2022 https://t.co/ILYOdrmFzz",[],2022-08-19 15:35:40+00:00,0,0,
74,Sukhraj28343142,Sukhraj,"@FatimaK69992408: Students of kashmir celebrated the Independence Day with full zest and zeal. 
#TirangaMeriShaan
#HarGharTiranga
#HGT75…",['Aftab_e_Uplona'],2022-08-19 15:35:38+00:00,1,0,
75,aravindh_87,பா. அரவிந்த் திருவாரூர்,"@LamaLines: What's the use of showing fake #nationalism when you actually don't #value it?!

For the sake of #social #media #PROMOTION a…",['Lama Lines'],2022-08-19 15:35:29+00:00,1,0,"Thiruvarur, Tamilnadu"
76,JmPradep,Pradep Jm,@BjpBiplab: স্বাধীনতার ৭৫ বছর পূর্তি উপলক্ষে আজাদী কা অমৃত মহোৎসব পালনের অঙ্গ হিসাবে আজ বনমালীপুর মন্ডলে প্রভাত ফেরিতে অংশগ্রহণ করি। আগা…,['Biplab Kumar Deb'],2022-08-19 15:35:27+00:00,1,0,
77,NykbilaspurHP,NYK_BILASPUR_HP,"@NSeraikella: YCDC, Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all  blocks of Seraikella Jharkha…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:35:23+00:00,1,0,
78,Sukhraj28343142,Sukhraj,"@FatimaK69992408: One nation one Flag... Jai hind jai bharat.. 
#TirangaMeriShaan
#HarGharTiranga
#HGT75
#AKAM75
#BaavanKiShaanTiranga
@…",['Aftab_e_Uplona'],2022-08-19 15:35:20+00:00,1,0,
79,naag_romesh,Romesh Naag,@ms668591: @SayimaKhaliq @AmitShah @ghulamnazad @DrJitendraSingh @ArvindKejriwal @drhinabhat @PiyushGoyal @arunjaitley @rajnathsingh @PM…,"['Mohsin Sheikh', 'SAYIMA KHALIQ', 'Amit Shah', 'Ghulam Nabi Azad', 'Dr Jitendra Singh', 'Arvind Kejriwal', 'Dr Hina Shafi Bhatt', 'Piyush Goyal', 'Arun Jaitley', 'Rajnath Singh']",2022-08-19 15:35:03+00:00,1,0,
80,NykbilaspurHP,NYK_BILASPUR_HP,"@NSeraikella: YCDC, Swachta Pakhwada, Plantation alongwith #HarGharTiranga Campaign being organised in all  blocks of Seraikella Jharkha…",['Nehru Yuva Kendra Seraikella'],2022-08-19 15:34:49+00:00,1,0,
81,Sukhraj28343142,Sukhraj,"@GulshanaRajwar: Everyone should hoist the national flag with all due respect in their homes.
#HarGharTiranga
#MeraTirangaMeriShaan
#Kas…",['Gulshana e Handwara'],2022-08-19 15:34:48+00:00,1,0,
82,c7685d82b50d4b0,Dr pankaj pandey,@PypAcharyakulam: 76वें स्वतंत्रता दिवस पर संपूर्ण स्वाधीनता के संकल्प के साथ स्वतंत्रता दिवस की अनंत शुभकामनाएं। #IndependenceDay #HarG…,['Acharyakulam'],2022-08-19 15:34:47+00:00,1,0,"Patna, India"
83,Andhravilasnews,Andhravilas,"Bengaluru college faces case for creating jam while celebrating I-Day https://t.co/eb6iJooAi3 #stayhomestaysafe #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #YSJagan #coronavirusoutbreak 

Bengaluru, Aug 19 - A case has been filed against B…",[],2022-08-19 15:34:45+00:00,0,0,USA
84,Andhravilasnews,Andhravilas,"Week-long Delhi Contemporary Art Week from Sept 1 https://t.co/Of9aplUZeW #coronaviruspandemic #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #ChandaBabu #CovidVaccine 

New Delhi, Aug 19 - The fifth edition of Delhi Contemporary Art Week (DC…",[],2022-08-19 15:34:43+00:00,0,0,USA
85,Andhravilasnews,Andhravilas,"8 Kuki militants surrender to Assam Rifles in Assam https://t.co/DDFte0eCSr #indiapolitics #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #RahulGandhi #Politicalparty 

Guwahati, Aug 19 - Eight militants of the Kuki Tribal Union (KTU) surrend…",[],2022-08-19 15:34:42+00:00,0,0,USA
86,Sukhraj28343142,Sukhraj,@Heroofkashmir: This is the #NayaKashmir celebrating the #HarGharTiranga campaign with vigour &amp; enthusiasm. Truly our Tiranga is a symbo…,['Freedom Fighter'],2022-08-19 15:34:42+00:00,1,0,
87,Andhravilasnews,Andhravilas,"School, trust in Partha Chatterjee's late wife's name under ED lens https://t.co/bgL532qBJ8 #Modi #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #coronavirusoutbreak #CovidImpact 

Kolkata, Aug 19 - An international residential school and its…",[],2022-08-19 15:34:40+00:00,0,0,USA
